Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,scenario,severity,failure_point,sensor_status,data_quality,is_outlier,event_id
2026-07-21 10:19:14.274-07,79.11,22.56,26.81,23.48,0.930,89.04,44.36,0.1400,0.52,Maintain,2,legacy,info,,online,valid,f,01b99f99-ac3b-4238-8d7d-e5f77d6da112
2026-07-21 10:19:14.777-07,30.42,18.25,23.89,22.98,0.400,20.49,46.43,0.0300,1.02,Maintain,2,legacy,info,,online,valid,f,6654d612-da0f-4ad9-b8e9-47056a155f1b
2026-07-21 10:19:15.284-07,100.00,23.64,27.03,18.04,0.930,93.53,37.01,0.0900,5.96,Boost All,3,legacy,info,,online,valid,f,c9774da6-9c0c-4b6a-b997-7fed84a4b01a
2026-07-21 10:19:15.789-07,59.72,23.19,32.18,25.99,0.790,67.99,49.57,0.0700,1.99,Increase Chiller,0,legacy,info,,online,valid,f,461dbd30-9be1-41ee-8ef7-a75a0834758a
2026-07-21 10:19:16.29-07,61.31,19.89,29.32,19.50,0.750,71.26,35.44,0.0800,4.50,Eco Mode,4,legacy,info,,online,valid,f,f4c604d4-9769-45cf-842c-e5496984d831
2026-07-21 10:19:16.797-07,29.64,17.85,24.41,21.01,0.380,23.96,37.44,0.0400,2.99,Eco Mode,4,legacy,info,,online,valid,f,2825f642-c2c6-42ed-89e7-4f917ffb1b67
2026-07-21 10:19:17.301-07,54.27,20.27,21.79,22.80,0.660,52.48,48.30,0.0700,1.20,Reduce AHU,1,legacy,info,,online,valid,f,3b216bc5-7234-4cb6-acc8-0e8aa436070f
2026-07-21 10:19:17.806-07,47.96,21.23,27.60,24.08,0.630,51.19,44.62,0.0700,0.08,Maintain,2,legacy,info,,online,valid,f,66f3d0f2-ad7a-48a4-baed-46569a2cc9b3
2026-07-21 10:19:18.314-07,64.86,21.23,27.85,21.19,0.680,59.15,40.85,0.0900,2.81,Boost All,3,legacy,info,,online,valid,f,61e5bf50-3d23-4623-9a4e-8ac66f8217a1
2026-07-21 10:19:18.82-07,32.25,17.70,23.31,23.13,0.590,42.22,50.29,0.0600,0.87,Increase Chiller,0,legacy,info,,online,valid,f,75f7cf4e-12bd-41e1-ada1-b86b15d12801
2026-07-21 10:19:19.325-07,100.00,24.16,29.19,20.94,0.990,99.84,38.87,0.0900,3.06,Boost All,3,legacy,info,,online,valid,f,c688bd43-ad9c-4808-9521-4fc6b5a8af11
2026-07-21 10:19:19.832-07,76.25,23.85,28.87,19.57,0.860,85.20,35.05,0.1000,4.43,Boost All,3,legacy,info,,online,valid,f,2d3da32a-a04e-46aa-8ee8-984f0d6d959d
2026-07-21 10:19:20.342-07,64.07,20.34,25.64,27.18,0.810,66.30,55.21,0.0800,3.18,Maintain,2,legacy,info,,online,valid,f,a5defd76-85a2-4480-a908-8e8a129101c9
2026-07-21 10:19:20.849-07,75.20,23.09,28.50,30.39,0.850,69.97,58.90,0.1200,6.39,Increase Chiller,0,legacy,info,,online,valid,f,72e50ab5-dfdc-471c-8e9d-a2ee7279bfda
2026-07-21 10:19:21.355-07,61.77,21.26,30.38,20.83,0.660,59.53,36.75,0.1000,3.17,Maintain,2,legacy,info,,online,valid,f,6df89b9b-106b-4815-828c-156794ad42ad
2026-07-21 10:19:21.86-07,46.59,19.76,22.72,23.72,0.610,50.28,42.49,0.0600,0.28,Maintain,2,legacy,info,,online,valid,f,17833546-2706-4425-98df-93e38bc599b7
2026-07-21 10:19:22.366-07,90.19,22.94,29.59,19.26,0.990,99.87,38.89,0.0800,4.74,Increase Chiller,0,legacy,info,,online,valid,f,2743126c-732e-4f3b-900b-3eb5b6b1472a
2026-07-21 10:19:22.872-07,83.45,25.15,29.78,25.23,0.860,76.33,49.12,0.1200,1.23,Reduce AHU,1,legacy,info,,online,valid,f,ce60fe5f-3f59-4231-930d-0991b4504b9e
2026-07-21 10:19:23.38-07,63.41,22.57,27.03,18.00,0.620,56.42,32.95,0.0700,6.00,Eco Mode,4,legacy,info,,online,valid,f,f157a19e-14fe-4186-b935-7321fb7d1fa7
2026-07-21 10:19:23.884-07,15.71,15.09,19.50,25.27,0.430,20.00,54.27,0.0600,1.27,Reduce AHU,1,legacy,info,,online,valid,t,ee55b401-b7cb-4edc-bfe5-3cf8c4d4a0da
2026-07-21 10:19:24.389-07,48.09,18.09,25.20,23.75,0.600,46.25,46.65,0.0900,0.25,Eco Mode,4,legacy,info,,online,valid,f,1ee81673-c405-48b8-92a2-aa16e8cddcba
2026-07-21 10:19:24.894-07,55.53,21.50,26.09,22.39,0.710,58.20,47.96,0.0900,1.61,Maintain,2,legacy,info,,online,valid,f,273eec16-f978-4321-ad6f-d7a43d13d22b
2026-07-21 10:19:25.399-07,64.18,21.01,25.68,26.59,0.810,69.52,50.27,0.0900,2.59,Eco Mode,4,legacy,info,,online,valid,f,6c086230-0968-4da3-86d0-5579a6c67d4c
2026-07-21 10:19:25.904-07,96.40,24.60,26.35,21.51,1.010,100.00,42.12,0.1300,2.49,Reduce AHU,1,legacy,info,,online,valid,f,c0a9f979-68e0-4c1d-8ff5-a75dcbcbe7e6
2026-07-21 10:19:26.41-07,64.66,21.51,26.59,31.41,0.920,73.55,66.00,0.1300,7.41,Reduce AHU,1,legacy,info,,online,valid,t,b4f279c3-4183-4331-aa4a-bbb1503345b8
2026-07-21 10:19:26.917-07,14.79,15.14,19.80,26.57,0.410,20.00,49.41,0.0400,2.57,Eco Mode,4,legacy,info,,online,valid,t,bda57201-841b-486c-92a3-c43da0dc9288
2026-07-21 10:19:27.424-07,71.27,21.78,24.85,20.51,0.760,69.07,41.12,0.1100,3.49,Reduce AHU,1,legacy,info,,online,valid,f,2af483e8-53c7-4c53-b993-0c241a34e3c3
2026-07-21 10:19:27.93-07,67.23,20.19,24.63,24.40,0.770,67.75,46.03,0.0900,0.40,Maintain,2,legacy,info,,online,valid,f,8efa4521-466c-4eca-b836-0b50895092a3
2026-07-21 10:19:28.435-07,81.94,23.85,27.78,26.55,0.890,78.46,53.35,0.1300,2.55,Increase Chiller,0,legacy,info,,online,valid,f,5c783fec-b193-4cd0-a394-e65711b4da0d
2026-07-21 10:19:28.942-07,72.57,22.91,27.30,30.02,0.900,71.81,65.03,0.0900,6.02,Boost All,3,legacy,info,,online,valid,f,afef991b-39f5-4539-ba82-746287f9167c
2026-07-21 10:19:29.448-07,100.00,24.68,29.52,20.06,0.980,100.00,35.16,0.1000,3.94,Increase Chiller,0,legacy,info,,online,valid,f,9c83a67a-22bf-43e7-8037-c33a5a2eba4b
2026-07-21 10:19:29.954-07,89.85,23.34,26.83,23.19,1.020,95.53,50.82,0.1000,0.81,Reduce AHU,1,legacy,info,,online,valid,f,210354ee-637e-4706-b282-4c386fa828a4
2026-07-21 10:19:30.457-07,52.99,21.34,27.36,24.45,0.720,62.04,44.99,0.0900,0.45,Eco Mode,4,legacy,info,,online,valid,f,11ab323b-af10-4f26-9409-131331887eb7
2026-07-21 10:19:30.963-07,55.61,19.09,25.10,21.06,0.660,59.36,37.73,0.0700,2.94,Maintain,2,legacy,info,,online,valid,f,63b6be8a-0e83-4dc7-8bc8-c338d14b7fc2
2026-07-21 10:19:31.467-07,63.50,20.97,26.53,25.39,0.830,72.64,50.07,0.1100,1.39,Reduce AHU,1,legacy,info,,online,valid,f,4c958024-1c42-47a8-b68b-6ab63a867bcf
2026-07-21 10:19:31.974-07,52.49,21.09,25.65,27.41,0.740,59.23,53.48,0.0800,3.41,Boost All,3,legacy,info,,online,valid,f,f5639cdd-31c2-4739-a56a-b6f4a9f4213c
2026-07-21 10:19:32.48-07,42.74,18.22,23.73,26.40,0.650,49.00,52.35,0.0700,2.40,Reduce AHU,1,legacy,info,,online,valid,f,48cf8472-92d7-40ce-aa2d-d8d5ee168917
2026-07-21 10:19:32.985-07,64.50,21.56,25.51,19.83,0.760,68.95,41.91,0.1000,4.17,Boost All,3,legacy,info,,online,valid,f,3694a86d-3864-451e-825e-e5f9afa8928c
2026-07-21 10:19:33.491-07,56.56,20.31,25.82,24.76,0.730,60.01,50.05,0.1000,0.76,Reduce AHU,1,legacy,info,,online,valid,f,7266b6d5-a0f6-4802-9a1d-cd6a57172350
2026-07-21 10:19:33.994-07,100.00,24.39,27.86,19.28,0.970,100.00,34.38,0.0900,4.72,Boost All,3,legacy,info,,online,valid,f,df624d9e-af56-4174-b0ed-202f0a92fa0b
2026-07-21 10:19:34.501-07,99.73,25.59,29.62,27.23,1.050,100.00,49.67,0.1600,3.23,Maintain,2,legacy,info,,online,valid,t,79b6185e-cab9-4738-8001-91a579f5e7ee
2026-07-21 10:19:35.008-07,49.55,19.58,24.14,26.80,0.620,44.68,53.13,0.0900,2.80,Increase Chiller,0,legacy,info,,online,valid,f,bce18c29-cba5-4141-b256-606dce1472a7
2026-07-21 10:19:35.514-07,64.46,21.88,26.05,25.78,0.780,66.73,50.06,0.0800,1.78,Boost All,3,legacy,info,,online,valid,f,913c5f89-df3a-42b2-9c43-6ee3def5ffa4
2026-07-21 10:19:36.021-07,55.37,19.71,24.49,23.66,0.640,47.03,51.88,0.0600,0.34,Maintain,2,legacy,info,,online,valid,f,80702d1e-4f86-4a7a-9201-ea2194d21590
2026-07-21 10:19:36.524-07,64.51,21.05,26.31,25.29,0.820,72.49,47.91,0.0800,1.29,Increase Chiller,0,legacy,info,,online,valid,f,fdda11dc-bdd7-4219-bcde-436a46e0307c
2026-07-21 10:19:37.028-07,62.61,20.12,24.26,22.11,0.710,63.44,41.40,0.0900,1.89,Eco Mode,4,legacy,info,,online,valid,f,66fcb9af-7886-443f-be1f-11e345c92253
2026-07-21 10:19:37.534-07,80.97,23.70,31.15,21.09,0.850,79.95,41.31,0.1100,2.91,Reduce AHU,1,legacy,info,,online,valid,f,a9ebe9b6-8da8-440c-8b78-eba5811c0609
2026-07-21 10:19:38.038-07,86.23,22.78,25.44,27.65,0.890,79.75,51.31,0.1100,3.65,Boost All,3,legacy,info,,online,valid,f,11d6906e-0d9c-47fa-837a-2c8e6c48a2ee
2026-07-21 10:19:38.544-07,39.07,19.05,21.74,21.89,0.580,43.43,46.68,0.0800,2.11,Maintain,2,legacy,info,,online,valid,f,68e16b67-8336-4e42-9797-0f8de60545c2
2026-07-21 10:19:39.051-07,100.00,26.22,29.93,21.08,1.020,99.69,44.90,0.1400,2.92,Maintain,2,legacy,info,,online,valid,f,c50ed108-a73a-4892-be63-1485fc5d6331
2026-07-21 10:19:39.556-07,61.46,20.45,23.25,27.16,0.750,62.07,51.56,0.0700,3.16,Increase Chiller,0,legacy,info,,online,valid,f,70a1b56c-b181-457c-b19f-889c04844c16
2026-07-21 10:19:40.063-07,48.17,18.95,24.92,28.87,0.710,50.32,60.91,0.0700,4.87,Boost All,3,legacy,info,,online,valid,f,04fcf1aa-c284-42e0-9b8e-00d91e5e7feb
2026-07-21 10:19:40.567-07,58.89,19.99,24.18,21.59,0.690,60.58,41.69,0.1000,2.41,Boost All,3,legacy,info,,online,valid,f,77fcf8df-a551-45d5-8fed-5e5a895ced78
2026-07-21 10:19:41.069-07,10.83,15.36,20.30,22.50,0.380,20.00,44.65,0.0500,1.50,Increase Chiller,0,legacy,info,,online,valid,t,27c3f923-3b75-46a6-a0e7-40b3c11d1819
2026-07-21 10:19:41.572-07,66.73,22.65,28.54,26.78,0.750,62.32,49.90,0.0700,2.78,Increase Chiller,0,legacy,info,,online,valid,f,3d551a4b-0844-4a45-b1f1-0fa4b444836d
2026-07-21 10:19:42.079-07,83.35,23.22,27.78,20.85,0.810,77.78,36.92,0.1000,3.15,Increase Chiller,0,legacy,info,,online,valid,f,ea07ad08-6e8c-4c85-8ff7-1f7cc2ab7a81
2026-07-21 10:19:42.585-07,23.76,16.67,20.30,21.63,0.380,20.00,43.50,0.0300,2.37,Boost All,3,legacy,info,,online,valid,f,5ba0742e-62e9-48e2-ad78-235eef169ce1
2026-07-21 10:19:43.091-07,82.65,22.87,29.78,25.51,0.870,76.36,51.64,0.0700,1.51,Maintain,2,legacy,info,,online,valid,f,cddcccd3-b6d9-49ba-b0fa-55ea1b04f155
2026-07-21 10:19:43.598-07,50.79,20.98,24.54,19.70,0.520,41.52,37.66,0.0700,4.30,Boost All,3,legacy,info,,online,valid,f,fd60b7b8-0e39-4053-b168-3ef37f631bcb
2026-07-21 10:19:44.104-07,100.00,24.89,29.27,23.48,1.020,100.00,43.74,0.1000,0.52,Maintain,2,legacy,info,,online,valid,f,c11c4b1f-88bb-44d6-8f2c-c2f2dcced20d
2026-07-21 10:19:44.612-07,81.65,21.99,22.57,23.54,0.890,78.82,51.53,0.0800,0.46,Reduce AHU,1,legacy,info,,online,valid,f,2d6c6895-f6e6-4900-b51b-5827ac2879b4
2026-07-21 10:19:45.118-07,92.26,24.30,29.72,25.40,0.970,91.52,46.81,0.1100,1.40,Increase Chiller,0,legacy,info,,online,valid,f,0dd2d5c9-b3de-4b9c-88c1-b4e365e1c10f
2026-07-21 10:19:45.626-07,45.32,16.50,20.42,25.68,0.640,50.13,48.74,0.0500,1.68,Increase Chiller,0,legacy,info,,online,valid,f,5d097f91-48be-4b34-97eb-63b7a5fe23de
2026-07-21 10:19:46.132-07,51.10,20.20,27.45,23.27,0.680,56.98,45.33,0.0700,0.73,Boost All,3,legacy,info,,online,valid,f,451708e8-9a64-4c70-908c-fd4b08849b6c
2026-07-21 10:19:46.639-07,95.46,24.52,32.00,21.57,1.020,98.02,47.63,0.0900,2.43,Reduce AHU,1,legacy,info,,online,valid,f,d16ce1d8-3ebb-44d9-ad09-14a5b85c8a07
2026-07-21 10:19:47.144-07,62.02,22.59,27.83,23.35,0.680,54.25,48.49,0.0600,0.65,Maintain,2,legacy,info,,online,valid,f,39247765-5519-4038-b2a2-6cd4eef92793
2026-07-21 10:19:47.667-07,80.83,22.86,26.25,25.91,0.930,86.27,47.63,0.1200,1.91,Increase Chiller,0,legacy,info,,online,valid,f,9e54caf9-4e4a-486f-bd56-a331c145003b
2026-07-21 10:19:48.175-07,87.85,24.16,28.43,28.74,1.000,88.78,58.95,0.1000,4.74,Increase Chiller,0,legacy,info,,online,valid,f,7724a06a-8ee4-43c0-ab30-127de9263943
2026-07-21 10:19:48.681-07,58.55,21.15,28.00,27.33,0.760,61.69,53.02,0.1000,3.33,Eco Mode,4,legacy,info,,online,valid,f,1a99d0eb-f4b3-4bf9-a3b9-578b501ea9b2
2026-07-21 10:19:49.188-07,82.53,24.41,27.12,21.83,0.780,72.99,39.05,0.0800,2.17,Maintain,2,legacy,info,,online,valid,f,f217329f-7cf3-47da-856b-c8a5304a8005
2026-07-21 10:19:49.694-07,86.81,22.84,27.52,18.70,0.880,88.36,34.32,0.1100,5.30,Maintain,2,legacy,info,,online,valid,f,beaf983a-d5b3-4c94-8b29-3a4fb284d4e9
2026-07-21 10:19:50.202-07,76.55,22.65,26.26,21.49,0.880,85.05,40.36,0.1300,2.51,Reduce AHU,1,legacy,info,,online,valid,f,198ca5c5-bed9-44bb-920a-6e79820fb6e7
2026-07-21 10:19:50.711-07,52.07,19.30,24.85,24.81,0.670,53.55,47.36,0.0900,0.81,Eco Mode,4,legacy,info,,online,valid,f,bbe938b6-3726-4047-b49d-1aa409bc20a8
2026-07-21 10:19:51.22-07,100.00,26.11,33.46,24.67,0.970,91.44,47.29,0.1400,0.67,Boost All,3,legacy,info,,online,valid,f,53889c4b-29dc-4e68-babe-6277910ade84
2026-07-21 10:19:51.725-07,39.79,19.26,22.57,27.90,0.550,33.30,56.95,0.0600,3.90,Eco Mode,4,legacy,info,,online,valid,f,3f25710c-ae67-4908-9a40-796f38df9009
2026-07-21 10:19:52.232-07,71.50,20.86,24.99,23.32,0.760,66.13,46.46,0.0900,0.68,Boost All,3,legacy,info,,online,valid,f,9e62b692-ee19-46cb-96f2-78f388d80691
2026-07-21 10:19:52.74-07,10.00,15.00,20.74,28.55,0.450,20.00,58.22,0.0600,4.55,Maintain,2,legacy,info,,online,valid,t,367c3b55-1fab-41d9-9927-93723518270f
2026-07-21 10:19:53.247-07,43.98,20.24,23.63,25.44,0.660,53.19,47.46,0.1000,1.44,Maintain,2,legacy,info,,online,valid,f,de4b4229-216c-4ad0-8843-4d7c1e77a436
2026-07-21 10:19:53.75-07,88.78,23.72,27.61,25.09,0.900,81.42,49.47,0.1100,1.09,Increase Chiller,0,legacy,info,,online,valid,f,2a55a966-a8ca-48a1-85fe-c22b7012dc25
2026-07-21 10:19:54.258-07,28.31,19.00,23.01,28.93,0.570,36.67,54.97,0.0800,4.93,Reduce AHU,1,legacy,info,,online,valid,f,6b5bd4f1-c72c-4c96-bd74-77e05ac41d9b
2026-07-21 10:19:54.764-07,44.59,18.44,23.49,26.23,0.570,40.32,48.59,0.0500,2.23,Increase Chiller,0,legacy,info,,online,valid,f,92482e14-e45b-4142-88ad-061c731ca25c
2026-07-21 10:19:55.267-07,87.81,24.63,25.65,23.41,0.890,79.72,51.30,0.0800,0.59,Boost All,3,legacy,info,,online,valid,f,b4821a04-9e4a-4ce9-b432-afe16e9fb1b3
2026-07-21 10:19:55.774-07,46.27,20.64,26.23,23.72,0.570,44.53,43.51,0.0700,0.28,Increase Chiller,0,legacy,info,,online,valid,f,5ea80d49-f274-4241-b523-96be06717841
2026-07-21 10:19:56.277-07,48.83,17.14,21.36,20.50,0.600,48.11,43.92,0.0700,3.50,Maintain,2,legacy,info,,online,valid,f,6e44879b-0d97-41f6-b781-3456cdec9421
2026-07-21 10:19:56.783-07,41.15,20.15,23.66,25.93,0.620,42.16,55.71,0.0900,1.93,Maintain,2,legacy,info,,online,valid,f,5b3448e0-cb93-4fe6-9c0d-5f4d969a7c41
2026-07-21 10:19:57.289-07,60.14,19.48,24.69,22.30,0.650,53.68,44.61,0.0700,1.70,Boost All,3,legacy,info,,online,valid,f,3b97e928-c024-4a6f-b4e3-2711c5402f4b
2026-07-21 10:19:57.796-07,35.92,17.39,21.62,23.47,0.600,43.55,50.80,0.0700,0.53,Increase Chiller,0,legacy,info,,online,valid,f,70065eb7-60aa-40d2-adf0-32cc38f63356
2026-07-21 10:19:58.299-07,77.86,20.36,25.25,23.10,0.760,68.39,43.37,0.0900,0.90,Eco Mode,4,legacy,info,,online,valid,f,6e5601c2-e888-4ff8-9b77-945aaa56d4df
2026-07-21 10:19:58.803-07,57.15,20.52,26.40,25.69,0.680,49.91,55.34,0.1000,1.69,Boost All,3,legacy,info,,online,valid,f,5151807f-a044-4d4c-a145-44dbc6eabdcf
2026-07-21 10:19:59.31-07,54.38,22.15,26.33,20.95,0.700,59.19,44.64,0.0900,3.05,Increase Chiller,0,legacy,info,,online,valid,f,1753ba4f-2bd0-4c38-97fa-31386df4a985
2026-07-21 10:19:59.819-07,68.82,20.74,27.01,22.86,0.750,67.78,42.45,0.0800,1.14,Eco Mode,4,legacy,info,,online,valid,f,c98cc8e1-90c7-447c-aa8a-adb98a29af95
2026-07-21 10:20:00.324-07,61.46,20.45,23.25,27.16,0.750,62.07,51.56,0.0700,3.16,Increase Chiller,0,legacy,info,,online,valid,f,7722d419-d7af-4ba1-8884-69170ee2b9ce
2026-07-21 10:20:00.829-07,36.00,19.22,27.01,26.76,0.630,42.30,57.47,0.0800,2.76,Reduce AHU,1,legacy,info,,online,valid,f,dad853b5-97f5-4c47-a573-76c3fae86218
2026-07-21 10:20:01.337-07,65.11,21.72,26.49,23.95,0.700,59.01,45.72,0.0600,0.05,Boost All,3,legacy,info,,online,valid,f,14aac36a-a877-496e-9d42-d31656ee9b03
2026-07-21 10:20:01.839-07,93.01,24.33,28.38,23.18,1.000,93.87,50.13,0.1300,0.82,Reduce AHU,1,legacy,info,,online,valid,f,7d2670a4-30eb-4526-b2f3-cfa4e20bb5de
2026-07-21 10:20:02.344-07,52.14,20.19,23.32,24.91,0.590,44.04,46.68,0.0800,0.91,Eco Mode,4,legacy,info,,online,valid,f,0fe5d767-0e05-4a8a-b5b9-3c55f561ee13
2026-07-21 10:20:02.85-07,62.86,20.75,23.54,26.12,0.690,56.04,48.52,0.0700,2.12,Eco Mode,4,legacy,info,,online,valid,f,4900354c-b08c-45e8-80d1-7b92bc9f1532
2026-07-21 10:20:03.361-07,91.38,23.11,28.20,23.24,0.880,82.24,43.55,0.1100,0.76,Boost All,3,legacy,info,,online,valid,f,626f283a-7785-4338-8fe3-84031e2e8aa2
2026-07-21 10:20:03.869-07,76.62,21.22,23.77,25.26,0.870,74.70,54.92,0.1200,1.26,Increase Chiller,0,legacy,info,,online,valid,f,d9cfd6b3-1edf-448e-ad44-9b21089c3428
2026-07-21 10:20:04.374-07,100.00,25.14,28.86,22.67,1.050,100.00,50.24,0.1400,1.33,Eco Mode,4,legacy,info,,online,valid,f,edba320e-cc16-4dfa-8b64-7fac78482b74
2026-07-21 10:20:04.885-07,67.75,22.68,25.18,21.30,0.730,62.16,46.31,0.0600,2.70,Increase Chiller,0,legacy,info,,online,valid,f,badc02c7-b9cc-4fc8-97af-906b1412bc2a
2026-07-21 10:20:05.391-07,74.37,22.50,28.62,22.64,0.880,79.67,49.24,0.1300,1.36,Reduce AHU,1,legacy,info,,online,valid,f,c74a793d-9ce6-4976-81cf-9de6bf891a24
2026-07-21 10:20:05.894-07,67.58,22.97,28.43,29.57,0.860,67.48,63.21,0.0800,5.57,Increase Chiller,0,legacy,info,,online,valid,f,c84cd1f8-cf27-49e5-bd31-472e9188fb9b
2026-07-21 10:20:06.399-07,67.60,21.88,26.18,23.04,0.730,62.66,46.20,0.0700,0.96,Reduce AHU,1,legacy,info,,online,valid,f,f7cc8dae-7c8d-43f5-8d20-e9d0f408b9fa
2026-07-21 10:20:06.905-07,53.27,19.08,22.31,22.88,0.620,47.19,49.18,0.0600,1.12,Reduce AHU,1,legacy,info,,online,valid,f,8324efa4-9e80-443c-94c4-58b20b76afc7
2026-07-21 10:20:07.409-07,72.30,22.18,24.82,26.44,0.880,78.15,51.67,0.0700,2.44,Eco Mode,4,legacy,info,,online,valid,f,ab90b3a5-0aa8-4584-b02a-6b617af45036
2026-07-21 10:20:07.915-07,49.81,19.99,22.46,22.80,0.570,45.92,41.32,0.0600,1.20,Eco Mode,4,legacy,info,,online,valid,f,d4c98113-1c36-4e92-8fa2-2eb203b22a2a
2026-07-21 10:20:08.422-07,64.74,19.90,22.16,18.00,0.670,62.94,34.15,0.1000,6.00,Maintain,2,legacy,info,,online,valid,f,d762d60f-ae62-4bc4-ac0b-b5776b74a38a
2026-07-21 10:20:08.926-07,65.01,22.15,26.38,25.72,0.690,56.69,46.52,0.0600,1.72,Eco Mode,4,legacy,info,,online,valid,f,1bf41b11-f8e1-4553-a30c-ec522e884ee1
2026-07-21 10:20:09.441-07,69.24,21.56,22.79,22.12,0.860,77.12,48.51,0.1000,1.88,Boost All,3,legacy,info,,online,valid,f,4cfc5808-8e92-4e35-828b-f0a63335a8a5
2026-07-21 10:20:09.947-07,53.19,18.61,27.89,18.00,0.550,46.91,34.77,0.0500,6.00,Boost All,3,legacy,info,,online,valid,f,b0f717fa-d385-48ff-8dc3-6f2c6d6d948e
2026-07-21 10:20:10.452-07,64.77,21.30,27.57,24.08,0.820,73.88,46.03,0.0900,0.08,Maintain,2,legacy,info,,online,valid,f,8f55d4f2-d30a-4c4d-bc52-10b85d248f96
2026-07-21 10:20:10.954-07,90.21,25.08,29.31,25.95,0.910,81.83,50.12,0.1100,1.95,Maintain,2,legacy,info,,online,valid,f,53155105-5c6f-4e1f-8a46-9a87a3651caf
2026-07-21 10:20:11.46-07,83.34,24.18,28.32,21.91,0.920,87.66,43.94,0.1400,2.09,Maintain,2,legacy,info,,online,valid,f,7cc8c924-ea8b-478e-9d4f-20d18481b017
2026-07-21 10:20:11.964-07,55.12,20.25,23.68,22.26,0.610,50.67,41.57,0.0700,1.74,Increase Chiller,0,legacy,info,,online,valid,f,70cf7a12-d0cd-455e-b03b-50bb19fe5bf5
2026-07-21 10:20:12.47-07,75.95,23.32,24.59,22.42,0.860,81.52,41.90,0.0800,1.58,Reduce AHU,1,legacy,info,,online,valid,f,d2767c2f-8233-4ba5-9f24-b51dbf334ff7
2026-07-21 10:20:12.975-07,72.34,21.73,27.20,25.13,0.780,65.01,52.35,0.0900,1.13,Reduce AHU,1,legacy,info,,online,valid,f,a34ea14d-a001-43e2-b8cc-533ae161a6ed
2026-07-21 10:20:13.479-07,41.41,19.22,24.32,19.20,0.610,49.30,42.49,0.0800,4.80,Boost All,3,legacy,info,,online,valid,f,0c4da0bd-af81-4a32-a076-ab9b572625b4
2026-07-21 10:20:13.984-07,79.04,21.50,24.08,19.73,0.880,84.93,40.48,0.1100,4.27,Maintain,2,legacy,info,,online,valid,f,1fdc24b7-6004-4f66-9425-1dfd5aaf5e46
2026-07-21 10:20:14.49-07,42.74,18.22,23.73,26.40,0.650,49.00,52.35,0.0700,2.40,Reduce AHU,1,legacy,info,,online,valid,f,fec99e17-35d1-4698-8157-a8da53f48e51
2026-07-21 10:20:14.994-07,57.36,22.02,23.51,19.10,0.740,66.74,42.02,0.0800,4.90,Increase Chiller,0,legacy,info,,online,valid,f,acd927e6-2de5-4130-ba0c-02b457f3d64b
2026-07-21 10:20:15.5-07,80.39,23.86,30.68,21.46,0.940,90.34,43.21,0.0900,2.54,Eco Mode,4,legacy,info,,online,valid,f,8aac6e4b-acc4-4561-b97c-6a3d3c242045
2026-07-21 10:20:16.004-07,41.36,18.93,24.90,20.21,0.620,50.11,44.28,0.0800,3.79,Eco Mode,4,legacy,info,,online,valid,f,7ad81a7d-9e38-45ef-8bbb-f008a18be1aa
2026-07-21 10:20:16.508-07,67.95,21.10,27.28,28.39,0.770,58.87,59.39,0.0800,4.39,Increase Chiller,0,legacy,info,,online,valid,f,6fa8f9a2-c1f4-4155-9b6d-eaddc761bece
2026-07-21 10:20:17.014-07,48.81,19.72,21.64,26.46,0.700,53.42,53.82,0.0800,2.46,Boost All,3,legacy,info,,online,valid,f,5432b26f-0635-4fcc-8206-35cff8f9d5bd
2026-07-21 10:20:17.517-07,45.06,19.69,24.46,26.14,0.600,43.04,51.60,0.0800,2.14,Reduce AHU,1,legacy,info,,online,valid,f,4304aa14-81a7-41d7-895c-820a1a79c7f7
2026-07-21 10:20:18.024-07,81.77,23.38,27.35,28.09,0.950,83.98,55.55,0.0900,4.09,Increase Chiller,0,legacy,info,,online,valid,f,b5f410ae-1a1c-49a0-b5e9-f0dfeb29bd92
2026-07-21 10:20:18.529-07,90.88,24.65,29.45,28.83,1.060,94.94,59.80,0.1000,4.83,Eco Mode,4,legacy,info,,online,valid,f,6e788b03-b811-425f-a08c-d5f80f85ef91
2026-07-21 10:20:19.035-07,65.75,20.79,24.15,25.62,0.710,56.32,52.67,0.0700,1.62,Maintain,2,legacy,info,,online,valid,f,35a73310-2282-4ed7-9c01-71d919d9c17e
2026-07-21 10:20:19.542-07,21.30,17.36,22.09,25.04,0.430,22.20,50.35,0.0600,1.04,Maintain,2,legacy,info,,online,valid,f,b649840b-0dda-4cad-878e-7e2d477ca291
2026-07-21 10:20:20.044-07,41.69,19.72,25.40,22.71,0.490,31.99,47.13,0.0500,1.29,Eco Mode,4,legacy,info,,online,valid,f,a4f37e6a-b8c1-4629-b178-4d46ceab686f
2026-07-21 10:20:20.552-07,84.11,24.57,28.35,22.40,0.900,85.02,43.04,0.1300,1.60,Eco Mode,4,legacy,info,,online,valid,f,9d9dd699-e015-4953-8bb5-2b74a577d8cb
2026-07-21 10:20:21.056-07,75.33,22.99,23.43,28.07,0.940,81.99,56.67,0.1200,4.07,Increase Chiller,0,legacy,info,,online,valid,f,4108aa1b-4e31-4331-bf0e-e2a9d11748e3
