Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,scenario,severity,failure_point,sensor_status,data_quality,is_outlier,event_id,run_id
2026-07-29 11:22:24.411-07,53.22,22.56,31.72,21.59,0.620,52.99,39.71,0.0700,2.41,Boost All,3,normal,info,,online,valid,f,efbb73d2-f1c0-4f8f-a8a0-24f09b810ab6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:24.468-07,82.48,23.26,34.93,22.95,0.960,88.15,50.70,0.1200,1.05,Boost All,3,outlier,warning,,online,valid,t,fa99d25c-ac4d-473a-aacc-082c98eb1188,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:24.524-07,64.46,22.72,29.93,28.61,0.730,57.80,52.55,0.1100,4.61,Increase Chiller,0,normal,info,,online,valid,f,dddf1912-82bd-4790-8997-aa9bc5d66f1f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:24.58-07,80.89,24.65,33.12,20.62,0.890,83.79,43.02,0.0800,3.38,Reduce AHU,1,normal,info,,online,valid,f,c2cc9327-7448-4cb3-9156-34d67706394f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:24.632-07,57.08,19.01,23.98,26.27,0.780,64.28,53.85,0.0800,2.27,Maintain,2,normal,info,,online,valid,f,2d4771f8-5340-489f-8993-0e0b8d77cfc4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:24.689-07,83.87,23.73,28.38,34.38,0.950,76.06,68.99,0.0800,10.38,Eco Mode,4,outlier,warning,,online,valid,t,44c91892-a031-4d74-86f0-b98dbd24a94c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:24.742-07,83.11,29.18,36.09,27.08,0.410,23.55,33.96,0.0500,3.08,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,6ebfc21c-9d18-46e4-9670-00908e5b4bda,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:24.798-07,50.55,19.72,26.71,28.97,0.600,41.10,54.98,0.0600,4.97,Maintain,2,normal,info,,online,valid,f,e80be07d-c567-4ccb-880a-1e02106745c0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:24.855-07,84.93,22.65,32.00,23.68,0.990,94.80,46.14,0.1500,0.32,Reduce AHU,1,outlier,warning,,online,valid,t,032a8d9c-757b-443e-b2b7-148430dcbddb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:24.907-07,49.33,19.32,20.88,19.73,0.610,55.00,34.81,0.0800,4.27,Increase Chiller,0,normal,info,,online,valid,f,c9a3b184-4294-42ca-92dc-54c6ba7c910b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:24.959-07,99.74,25.73,30.38,24.66,0.940,88.61,63.94,0.0900,0.66,Boost All,3,workload_spike,warning,,online,valid,t,d84ee77a-b736-406b-a538-8397fa8f0684,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.012-07,68.84,23.50,28.76,18.10,0.810,76.42,39.60,0.1200,5.90,Increase Chiller,0,normal,info,,online,valid,f,1586cfe0-c001-4e8f-a432-33f9247b5432,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.068-07,51.50,99.99,23.48,22.63,0.630,52.24,42.17,0.0900,1.37,Maintain,2,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,00cce15d-83c4-42fa-8119-386b179332cb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.123-07,57.44,99.99,25.80,22.78,0.690,56.68,47.48,0.0700,1.22,Reduce AHU,1,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,df20fc4b-7640-4c4f-bf84-53fff5e38816,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.179-07,70.86,23.12,29.59,20.68,0.820,78.04,40.02,0.0700,3.32,Increase Chiller,0,normal,info,,online,valid,f,a44ed4d8-cbab-42b5-b3d2-506b14a9f7d7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.232-07,100.00,24.93,29.38,24.27,1.040,99.31,49.56,0.0900,0.27,Eco Mode,4,normal,info,,online,valid,f,3ea2cb12-e605-453d-a90e-5e30fb535862,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.288-07,35.88,17.21,24.68,24.30,0.570,41.73,48.22,0.0500,0.30,Boost All,3,normal,info,,online,valid,f,ad2553e7-e4b5-4147-bcd2-862475d12207,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.344-07,46.26,19.68,26.76,24.73,0.610,43.68,53.03,0.0700,0.73,Eco Mode,4,normal,info,,online,valid,f,9b3d0ccb-752f-48bc-ac5d-4b2c4373c67c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.396-07,86.58,25.73,27.92,23.81,0.950,91.30,44.69,0.1300,0.19,Reduce AHU,1,normal,info,,online,valid,f,796c6b13-82b1-442e-a990-b755b454a207,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.453-07,45.74,18.16,23.69,21.47,0.640,53.34,42.14,0.0700,2.53,Increase Chiller,0,normal,info,,online,valid,f,75b4321b-962e-463b-b744-2a4988b9fd4e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.507-07,59.52,22.42,28.57,18.00,0.720,68.39,34.80,0.1000,6.00,Boost All,3,normal,info,,online,valid,f,5986d4b4-4c41-43b4-8255-d4944f4e0b7b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.56-07,79.78,25.03,27.01,23.75,0.840,76.01,46.70,0.1100,0.25,Increase Chiller,0,normal,info,,online,valid,f,434f3c3f-a8ef-441e-951c-6895e0b39531,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.616-07,58.02,20.93,24.45,29.14,0.750,59.02,55.93,0.0600,5.14,Reduce AHU,1,normal,info,,online,valid,f,da3a1c1c-a72d-4004-a3a8-8980dce51960,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.673-07,89.03,26.48,31.16,22.04,0.860,83.32,39.18,0.1100,1.96,Eco Mode,4,normal,info,,online,valid,f,9c8c1dca-28c7-4501-abc8-585b3c48a19a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.726-07,77.06,22.68,25.67,26.36,0.950,83.80,55.38,0.1000,2.36,Boost All,3,normal,info,,online,valid,f,7f51a762-eb41-44d2-963e-e33c2df33d45,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.783-07,72.92,21.52,29.48,25.46,0.920,81.18,53.54,0.1000,1.46,Boost All,3,normal,info,,online,valid,f,9a90b5da-3567-423d-b699-eec1db66575b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.839-07,21.37,19.20,25.96,19.77,0.370,22.68,38.08,0.0400,4.23,Eco Mode,4,normal,info,,online,valid,f,4e723901-01ff-47ab-82c0-12de4906d00f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.896-07,56.19,19.72,22.48,26.45,0.690,54.39,51.73,0.0800,2.45,Boost All,3,normal,info,,online,valid,f,36a0a52d-1546-4b98-988f-3f817b9a9c97,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:25.949-07,63.22,21.23,25.88,22.97,0.680,56.71,45.97,0.0900,1.03,Boost All,3,normal,info,,online,valid,f,87227d5f-1c9d-46e0-abd7-ccfabd1e9623,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.006-07,49.72,19.74,27.59,19.86,0.590,50.14,38.52,0.0800,4.14,Boost All,3,normal,info,,online,valid,f,9f4d4116-9561-4016-b29b-3bc174c77081,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.059-07,73.70,22.01,27.59,25.42,0.750,64.44,46.04,0.1100,1.42,Maintain,2,normal,info,,online,valid,f,f02fd5ac-1eb6-4500-b021-f6bf7700c81e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.115-07,94.35,24.81,31.31,23.78,1.040,85.68,61.51,0.1000,0.22,Boost All,3,workload_spike,warning,,online,valid,t,7e2f1917-d475-4d84-a7d6-be588a2b3a3d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.172-07,56.74,20.67,27.23,25.53,0.640,47.41,53.02,0.0600,1.53,Reduce AHU,1,normal,info,,online,valid,f,303af2b2-2761-4b2c-b4b3-69a977a180a5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.224-07,34.50,19.06,23.10,25.35,0.470,24.91,53.83,0.0500,1.35,Maintain,2,normal,info,,online,valid,f,5cfdf962-9271-40e2-91ef-e094341065d5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.278-07,49.95,20.21,23.25,21.78,0.700,59.75,43.64,0.0600,2.22,Eco Mode,4,normal,info,,online,valid,f,1a424646-2adf-42f0-98d3-1fd4be91f5ef,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.335-07,42.70,19.13,24.87,22.29,0.540,41.55,40.62,0.0700,1.71,Reduce AHU,1,normal,info,,online,valid,f,e2fc49f4-9f4c-41a1-aac5-c32516a62579,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.392-07,61.60,20.68,24.06,25.92,0.680,53.78,49.06,0.0600,1.92,Maintain,2,normal,info,,online,valid,f,4967a975-f6dd-460b-873e-b31c7449d650,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.448-07,53.39,19.50,25.46,24.30,0.690,56.00,48.99,0.0800,0.30,Maintain,2,normal,info,,online,valid,f,04fc4c70-c9ea-4521-8f16-f1f0a9eb3c2f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.505-07,76.40,99.99,29.76,25.92,0.890,75.85,56.67,0.1000,1.92,Maintain,2,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,8ef0825b-6b0c-4dda-ab59-2b39fa9cc8b4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.561-07,36.24,18.45,25.28,24.54,0.520,37.50,44.49,0.0600,0.54,Eco Mode,4,normal,info,,online,valid,f,be61a101-f67d-4565-ab68-8c5c34d87dfb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.615-07,35.76,18.42,23.01,31.76,0.560,31.38,61.13,0.0600,7.76,Boost All,3,outlier,warning,,online,valid,t,b3acfc22-b97f-4fb2-82a6-17607520fda5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.668-07,95.73,23.44,28.12,22.99,0.970,94.84,42.28,0.1500,1.01,Boost All,3,outlier,warning,,online,valid,t,c49700ca-f508-45fc-a3ae-8176b2ece674,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.724-07,34.41,16.87,18.63,24.01,0.590,43.67,47.27,0.0800,0.01,Maintain,2,normal,info,,online,valid,f,449216fa-a152-4614-9ed9-2ed23eff57fe,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.779-07,88.16,22.84,26.57,23.46,0.890,78.56,51.35,0.0800,0.54,Increase Chiller,0,normal,info,,online,valid,f,6ee36292-4e62-4a0c-8d38-44abd10e9ade,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.833-07,98.25,24.54,29.70,23.52,1.040,100.00,47.38,0.1000,0.48,Maintain,2,normal,info,,online,valid,f,162a5c37-bae7-4d3e-99e0-049031505d68,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.889-07,95.88,29.24,37.57,21.50,0.330,23.78,28.04,0.0400,2.50,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,d81d3875-ef79-4f74-bcaa-91a7049898ce,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.941-07,59.32,21.75,29.43,31.92,0.720,51.67,61.79,0.0600,7.92,Eco Mode,4,outlier,warning,,online,valid,t,26caac8c-3bcd-4ff6-91db-c00461952cff,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:26.997-07,66.15,20.89,26.18,23.00,0.710,62.52,42.05,0.1000,1.00,Eco Mode,4,normal,info,,online,valid,f,773ff665-644b-44ba-8636-d9ea129afc6f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.054-07,41.69,19.72,25.40,22.71,0.490,31.99,47.13,0.0500,1.29,Eco Mode,4,normal,info,,online,valid,f,e0d224d2-98e3-4587-9ea3-367440dd9ad3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.107-07,100.00,24.80,31.17,25.16,1.050,100.00,50.13,0.1500,1.16,Eco Mode,4,outlier,warning,,online,valid,t,a03e4481-f353-4d09-a1c1-27f67957da0d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.159-07,66.15,20.89,26.18,23.00,0.710,62.52,42.05,0.1000,1.00,Eco Mode,4,normal,info,,online,valid,f,d56e4632-1242-47dd-b781-c24027959467,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.215-07,31.96,18.14,20.80,22.89,0.540,37.98,46.81,0.0800,1.11,Boost All,3,normal,info,,online,valid,f,1a0c55d9-dc19-40db-b637-fc02c169f831,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.272-07,94.35,28.21,34.78,23.86,0.410,22.46,28.23,0.0500,0.14,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,bed6c716-2012-43cf-97da-efe538419209,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.326-07,53.85,20.30,24.09,25.32,0.630,47.92,50.24,0.0700,1.32,Maintain,2,normal,info,,online,valid,f,d55bbd1c-e55f-40fc-8e20-196ac314743d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.382-07,47.58,99.99,22.49,25.71,0.640,49.03,49.41,0.0700,1.71,Reduce AHU,1,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,dec4152b-4675-4882-b091-a52fa766497d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.439-07,100.00,27.44,35.07,19.26,0.990,100.00,37.39,0.1300,4.74,Increase Chiller,0,outlier,warning,,online,valid,t,51b8c846-91f9-4936-998f-3f319ba01a11,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.491-07,100.00,26.21,28.71,25.51,1.040,99.33,48.23,0.1200,1.51,Boost All,3,normal,info,,online,valid,f,9ef691e5-6c9d-4f30-80da-b46fc915935a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.547-07,73.54,23.97,30.64,24.37,0.780,66.39,49.27,0.0900,0.37,Increase Chiller,0,normal,info,,online,valid,f,9d5d4edb-930f-4314-a033-525a7bd31971,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.604-07,73.72,23.52,29.86,28.27,0.810,65.52,56.47,0.1100,4.27,Maintain,2,normal,info,,online,valid,f,a1855d48-2281-4a4c-b533-79471e731f60,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.659-07,76.99,22.47,25.97,25.47,0.950,84.34,55.60,0.1300,1.47,Maintain,2,normal,info,,online,valid,f,6f605b75-da50-432f-9179-c912c49d3bb9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.716-07,93.40,29.76,36.45,22.24,0.400,18.67,27.78,0.0500,1.76,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,1a0c6ecc-4402-4efb-a870-2c6de67947fb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.773-07,56.49,21.52,28.44,31.47,0.740,55.04,59.49,0.0900,7.47,Increase Chiller,0,outlier,warning,,online,valid,t,727b7b0e-013f-4136-be7a-29ae813537b5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.829-07,45.93,19.64,21.95,26.95,0.610,41.01,55.71,0.0500,2.95,Increase Chiller,0,normal,info,,online,valid,f,6b38d7c1-ebfb-4453-867e-c34dfcf0e3e4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.886-07,98.06,27.35,34.07,26.19,0.950,90.27,69.13,0.1000,2.19,Boost All,3,workload_spike,warning,,online,valid,t,5a94441d-fbef-42a4-99ee-31fa59006661,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.94-07,57.00,20.80,25.15,22.80,0.660,56.46,42.39,0.0700,1.20,Eco Mode,4,normal,info,,online,valid,f,ba598d70-a1c9-45d0-afa6-32caa8efe521,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:27.997-07,51.98,20.55,25.14,19.95,0.570,45.35,41.72,0.0500,4.05,Eco Mode,4,normal,info,,online,valid,f,90a1cfc7-7cc0-483b-bf05-2bc13ebd144c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.054-07,51.42,19.94,27.89,21.63,0.600,48.33,41.93,0.0500,2.37,Boost All,3,normal,info,,online,valid,f,393175e5-0487-4264-b563-6d2f5db21c69,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.107-07,96.98,26.66,32.41,25.11,1.030,100.00,45.45,0.1000,1.11,Maintain,2,normal,info,,online,valid,f,40536fbb-0ed8-4185-8bd6-5c06ce96785d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.163-07,75.13,22.90,31.56,27.88,0.930,81.31,56.18,0.1100,3.88,Boost All,3,normal,info,,online,valid,f,a67209c0-bc9f-4b5d-b2ec-a18a03bf924f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.216-07,53.39,19.50,25.46,24.30,0.690,56.00,48.99,0.0800,0.30,Maintain,2,normal,info,,online,valid,f,3841c81b-174a-420b-83bd-264117ff3260,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.272-07,64.28,21.21,24.59,23.18,0.660,54.51,44.14,0.0800,0.82,Boost All,3,normal,info,,online,valid,f,5552c438-65c6-4dfb-bc63-82a532b92e6b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.327-07,65.98,20.52,24.69,21.39,0.830,75.33,45.88,0.0700,2.61,Eco Mode,4,normal,info,,online,valid,f,e0d55ac7-d453-46b1-a02a-ddde2bf84df4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.381-07,69.03,21.95,28.92,24.65,0.860,77.93,46.75,0.0800,0.65,Boost All,3,normal,info,,online,valid,f,8eb843ed-18ff-4b2b-bb26-7c91d5d566f9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.436-07,77.18,22.38,29.74,25.51,0.820,67.98,54.81,0.1000,1.51,Reduce AHU,1,normal,info,,online,valid,f,18e2293a-e985-40b2-b3d8-4e585459233c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.491-07,66.39,22.83,24.92,22.01,0.690,58.10,45.58,0.1000,1.99,Eco Mode,4,normal,info,,online,valid,f,71595404-7c0e-458e-8c3b-2922c8d53222,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.544-07,88.91,29.14,36.56,25.20,0.350,23.41,32.74,0.0400,1.20,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,fd6927bb-cac8-4a81-83a7-e0c6117192e2,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.601-07,40.16,20.06,26.44,21.28,0.530,40.49,41.81,0.0500,2.72,Boost All,3,normal,info,,online,valid,f,9fc29467-7593-4667-b9a9-3a5a0a094c45,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.658-07,60.85,21.57,30.23,22.88,0.760,66.47,45.79,0.0900,1.12,Maintain,2,normal,info,,online,valid,f,635a4150-e8ee-48cb-bba9-0c015f19544e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.714-07,58.71,20.10,28.67,22.39,0.630,53.17,41.54,0.0600,1.61,Boost All,3,normal,info,,online,valid,f,1b8a0881-6ff1-4888-881c-99db45ed8ded,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.771-07,35.78,17.11,20.54,19.20,0.440,29.00,40.73,0.0600,4.80,Reduce AHU,1,normal,info,,online,valid,f,b8c3a40f-da47-4200-b94d-e9923b188e9d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.828-07,84.07,25.07,34.15,29.52,0.950,84.35,55.31,0.1100,5.52,Maintain,2,normal,info,,online,valid,f,3d40a772-2a73-4f08-a926-5ada48aa192a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.882-07,69.01,22.01,26.20,22.74,0.780,72.27,41.01,0.1000,1.26,Reduce AHU,1,normal,info,,online,valid,f,3cacef9e-6a0b-46e7-a274-bad1aa250053,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.939-07,93.39,25.21,29.76,19.59,0.980,96.17,42.48,0.1400,4.41,Maintain,2,normal,info,,online,valid,f,41249d80-84b8-46b7-9fb1-d8011403e69a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:28.992-07,75.56,21.73,27.30,28.14,0.840,73.26,51.38,0.0700,4.14,Eco Mode,4,normal,info,,online,valid,f,d29a4172-40cb-42e5-9b8c-7b5814f10970,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.049-07,66.54,20.83,27.73,20.50,0.760,71.86,36.78,0.0900,3.50,Reduce AHU,1,normal,info,,online,valid,f,73434fa1-9489-4536-a6e6-908ffd7e1a69,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.104-07,65.89,20.71,25.81,22.50,0.830,75.17,44.76,0.0900,1.50,Reduce AHU,1,normal,info,,online,valid,f,eb4159ce-f60a-46f8-82b4-aa099d38c5cf,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.159-07,85.20,29.91,37.15,21.62,0.440,17.68,34.16,0.0500,2.38,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,d5c8f293-650a-41ab-a86f-4f8ec77e6c9f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.216-07,58.08,20.57,27.00,23.68,0.650,53.06,45.99,0.0700,0.32,Maintain,2,normal,info,,online,valid,f,2dc40d44-0503-4083-8ee4-f5694ae81697,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.272-07,50.04,19.60,24.93,18.83,0.610,51.90,39.50,0.0700,5.17,Reduce AHU,1,normal,info,,online,valid,f,947de07c-d31a-43f7-8c2a-51f4e998f173,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.326-07,39.07,19.05,21.74,21.89,0.580,43.43,46.68,0.0800,2.11,Maintain,2,normal,info,,online,valid,f,73549e09-1c6f-4878-a9b7-a8f896fb3759,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.382-07,99.83,26.64,33.27,21.85,1.040,87.28,64.32,0.1000,2.15,Boost All,3,workload_spike,warning,,online,valid,t,f5ddeb65-c5fa-4d95-a93c-68731afa7d81,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.434-07,33.22,16.50,20.02,23.24,0.520,34.83,47.83,0.0700,0.76,Eco Mode,4,normal,info,,online,valid,f,db0b1ecf-7538-410d-b7b1-c73524b6d512,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.491-07,73.58,21.48,25.03,26.87,0.850,72.61,53.56,0.0800,2.87,Eco Mode,4,normal,info,,online,valid,f,99cd6002-9311-4208-ad2c-83472b8cf07a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.545-07,52.51,19.44,30.70,20.31,0.610,48.62,45.13,0.0900,3.69,Maintain,2,normal,info,,online,valid,f,c4e5f950-1310-4645-87fa-55cf11f635f1,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.602-07,34.34,19.69,25.78,26.93,0.500,31.66,49.35,0.0600,2.93,Maintain,2,normal,info,,online,valid,f,19834d6c-253c-4c98-9765-2770b56c2293,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.654-07,81.26,22.00,27.88,24.82,0.810,71.49,47.39,0.0800,0.82,Boost All,3,normal,info,,online,valid,f,bd638e88-c5c8-42e2-9f7b-48773322ae22,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.708-07,90.19,22.23,28.22,24.13,0.970,91.99,47.31,0.0800,0.13,Maintain,2,normal,info,,online,valid,f,95395cdb-2be9-4d44-a9a0-a13a62377c23,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.765-07,55.35,21.61,29.13,19.52,0.650,58.62,35.55,0.1000,4.48,Eco Mode,4,normal,info,,online,valid,f,c72acd6c-8e5d-4b7f-a184-5321b6877ca0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.822-07,21.66,19.03,24.53,25.09,0.450,21.55,54.91,0.0600,1.09,Eco Mode,4,normal,info,,online,valid,f,7b56e940-6e46-4542-a8b0-0c9162a3704a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.879-07,19.31,16.29,23.38,21.45,0.430,28.15,40.83,0.0600,2.55,Eco Mode,4,normal,info,,online,valid,f,113b9ec3-cd3f-493d-9c23-151813e70392,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.934-07,41.47,16.42,21.39,26.34,0.540,36.37,49.21,0.0600,2.34,Reduce AHU,1,normal,info,,online,valid,f,fe08f0fe-42b2-41fc-8415-3d50bb7be010,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:29.991-07,62.74,20.66,21.58,24.90,0.750,64.14,46.72,0.1100,0.90,Boost All,3,normal,info,,online,valid,f,7dcde152-1e4c-49da-950a-7ad1205ef095,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.047-07,47.32,19.39,24.61,26.93,0.710,51.81,58.47,0.1000,2.93,Increase Chiller,0,normal,info,,online,valid,f,ef2cb800-cf1d-4bc3-a41a-dfb40c673f4e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
